DTXSID_combined,Formula,Mass,Name,NumSpectra
DTXSID7034624,C14H8Cl3F3N2O,381.96543,Fluopicolid,3.0
DTXSID7034674,C18H24ClN3O,333.16079,Ipconazole(I),3.0
DTXSID7034676,C9H17ClN3O3PS,313.04168,Isazofos (Miral),3.0
DTXSID7034709,C11H13F3N2O3S,310.0599,Mefluidide,3.0
DTXSID7034753,C17H20N6O7S,452.11142,Foramsulfuron,3.0
DTXSID7034961,C10H9ClN4S,252.02364,Thiacloprid,3.0
DTXSID7037131,C18H19N3O3S,357.11471,Rosiglitazone,6.0
DTXSID7037478,C9H7N3S,189.03607,Tricyclazole,3.0
DTXSID7037505,C10H23O2PS2,270.08771,Cadusafos,3.0
DTXSID7037551,C9H12N2O,164.09496,"Fenuron (N,N-Dimethyl-N-phenylurea)",3.0
DTXSID7037555,C26H22ClF3N2O3,502.1271,Tau-fluvalinate,3.0
DTXSID7040281,C18H17Cl2NO3,365.05855,Benzoylprop-ethyl,3.0
DTXSID7040287,C15H15ClN2O2,290.08221,Chloroxuron,3.0
DTXSID7040360,C18H17NO3,295.12084,Isoxadifen-ethyl (AE F122006),3.0
DTXSID7040578,C10H15NO,165.11536,PMA / 4-Methoxyamphetamine (4-Methoxyamfetamine),3.0
DTXSID7041047,C14H16N4,240.1375,Imiquimod,3.0
DTXSID7041621,C11H10ClNO3S,271.00699,Benazolin-ethyl,3.0
DTXSID7041623,C13H10INO,322.98071,Benodanil,3.0
DTXSID7041752,C10H12O4,196.07356,Cantharidin,3.0
DTXSID7041756,C12H16N2O3,236.11609,Carbetamide,3.0
DTXSID7041839,C8H19O3PS2,258.05132,Demeton-O,3.0
DTXSID7041883,C10H12N2O5,240.07462,Dinoterb,3.0
DTXSID7041910,C14H15O2PS2,310.02511,EDPP / Edifenphos,3.0
DTXSID7041964,C10H17N2O4PS,292.06466,Etrimfos,3.0
DTXSID7041966,C10H16NO5PS2,325.02075,Famphur (Famophos),3.0
DTXSID7042015,C18H41N7,355.34234,Guazatine (Iminoctadine),2.0
DTXSID7042019,C15H11ClF3NO4,361.03287,Haloxyfop,3.0
DTXSID7042067,C12H20N4OS,268.13578,Isomethiozin,3.0
DTXSID7042352,C14H20N3O5PS,373.08613,Pyrazophos,3.0
DTXSID7042437,C8H7Cl2NO2,218.98538,MCC (Swep),2.0
DTXSID7042510,C8H18NO4PS2,287.04149,Vamidothion,3.0
DTXSID7043873,C8H11NO2,153.07898,Octopamine,3.0
DTXSID7043952,C14H9Cl3N2OS,357.95012,Triclabendazole,3.0
DTXSID7044130,C10H10N4O2S,250.05245,Sulfadiazine (Silvadene),3.0
DTXSID7044340,C12H8F3N5O3S,359.02999,Florasulam,3.0
DTXSID7044342,C21H27NO5,373.18892,Spirotetramat,3.0
DTXSID7044344,C14H13F3N6O5S,434.06202,Pyroxsulam,3.0
DTXSID7044471,C7H7NO2,137.0476784753,Methyl nicotinate,2.0
DTXSID7045029,C20H23N,277.18305,Maprotiline,3.0
DTXSID7045312,C15H18O3,246.12559,Santonin,3.0
DTXSID7045364,C22H24FN3O2,381.18526,Benperidol,3.0
DTXSID7045366,C17H16N4O2,308.1273257846,Nifenazone,3.0
DTXSID7045447,C18H14Cl4N2O,413.9860239237,Isoconazole,3.0
DTXSID7045522,C16H13Cl2NO4,353.0221633313,Aceclofenac,3.0
DTXSID7045607,C24H26BrN3O3,483.1157546185,Nicergoline,3.0
DTXSID70456954,C15H21NO,231.16231,?-PVP / ?-Pyrrolidinopentiophenone,3.0
DTXSID7045942,C21H47NO4P,408.32427,Miltefosine,3.0
DTXSID7045946,C19H21N3O,307.16846,Zolpidem,3.0
DTXSID7045992,C11H17NO,179.13101,Methylephedrine,3.0
DTXSID7045998,C43H51N3O11,785.35236,Rifaximin,3.0
DTXSID7046045,C11H13NO4,223.08446,N-Acetyl-L-tyrosine,6.0
DTXSID7046099,C19H21NO3,311.15214,Thebaine,3.0
DTXSID7046170,C18H30O2,278.22458,Gamolenic acid,1.0
DTXSID7046201,C19H20F3N3O3,395.14568,Orbifloxacin,3.0
DTXSID7046257,C17H18N2S2,314.091140049,Sulbentin,3.0
DTXSID7046386,C22H22O5,366.1467238133,Cyclovalone,3.0
DTXSID7046388,C9H9N3S,191.05172,Amiphenazole,3.0
DTXSID70463926,C25H25NO2,371.18853,JWH-081 6-methoxynaphthyl isomer (JWH-166),3.0
DTXSID7046411,C8H18O4S2,242.0646505234,"2,2-Bis(ethylsulfonyl)butane",2.0
DTXSID7046415,C19H32N2O2,320.2463782802,Camylofine,3.0
DTXSID7046465,C24H30O3,366.21949,Drospirenone,3.0
DTXSID7046542,C13H11NO2,213.0789786029,Benzylnicotinate,3.0
DTXSID7046627,C27H29N5O6S,551.1838544259,Bosentan,3.0
DTXSID7046702,C19H17N5O7S3,523.02901,Ceftiofur,3.0
DTXSID7046754,C27H42O3,414.3134,Metenolone enantate,3.0
DTXSID7046756,C24H32O6,416.21989,Desonide,3.0
DTXSID7046758,C16H19NO4,289.13141,Benzoylecgonine,3.0
DTXSID7046839,C7H11N3O2,169.08513,Ipronidazole,3.0
DTXSID7046910,C12H11ClN6O2S2,370.0073428099,Azosemide,2.0
DTXSID7046964,C21H26NO3,340.19127,Methanthelinium (Methantheline),3.0
DTXSID7047568,C10H10N4O,202.08546,Metamitron,3.0
DTXSID7047859,C19H23N3O,309.18411,Benzydamine,3.0
DTXSID7047980,C8H11N3O3S,229.05211,Fenaminosulf (Dexon),3.0
DTXSID7048164,C21H25NO2,323.18853,Piperidolate,3.0
DTXSID7048243,C17H26N4O,302.21066,Emedastine,3.0
DTXSID7048245,C18H24O3S,320.14462,Dibunate,3.0
DTXSID7048322,C22H32N2O6,420.2260367694,Hexoprenaline,3.0
DTXSID7048370,C22H25N3O,347.19976,Indoramine,3.0
DTXSID7048372,C22H29ClO6,424.1652663689,Cloprostenol,6.0
DTXSID7048378,C18H23NO3,301.16779,Ractopamine,3.0
DTXSID7048409,C16H18ClN,259.11278,Clobenzorex,3.0
DTXSID7048532,C20H24ClNO,329.1546421053,Cloperastine,3.0
DTXSID7048536,C13H20N2O3S,284.11946,Articaine,3.0
DTXSID7048538,C21H33N3O5S,439.2140919164,Pivmecillinam,3.0
DTXSID7048586,C38H42N8O6S2,770.2668725928,Bisbentiamine,3.0
DTXSID7048663,C18H15NO8S2,437.0239079243,Picosulfate,6.0
DTXSID7048908,C17H21NO3,287.15214,Dihydromorphine,3.0
DTXSID7049059,C23H27FN4O3,426.20672,Paliperidone (9-Hydroxyrisperidone),4.0
DTXSID70552521,C14H12O3,228.07864,Benzylsalicylate,3.0
DTXSID7057650,C11H15NO,177.11536,"Metamfepramone (N,N-Dimethylcathinone)",3.0
DTXSID7057654,C17H27NO3,293.19909,Embutramide,3.0
DTXSID7057812,C24H20Cl2N2OS,454.0673394251,Fenticonazole,3.0
DTXSID7057818,C20H17Cl3N2O2,422.0355609317,Omoconazole,3.0
DTXSID7057941,C18H17F4NO2,355.11954,Beflubutamid,3.0
DTXSID7057945,C9H15N5O7S2,369.04129,Amidosulfuron,3.0
DTXSID7058040,C13H21O3PS,288.0949,Iprobenfos,3.0
DTXSID7058042,C10H13NO2,179.09463,"XMC / 3,5-Xylyl methylcarbamate",3.0
DTXSID7058098,C17H12Cl10O4,629.76209,Kelevan,3.0
DTXSID7058171,C9H16ClN5,229.10942,Sebuthylazine,3.0
DTXSID7058173,C16H14N2O2S,298.0776,Mefenacet (Rancho),3.0
DTXSID7058175,C12H9ClN2O3,264.03017,Aclonifen,4.0
DTXSID7058204,C17H13Cl3N4S,409.99265,Imibenconazole,3.0
DTXSID70662159,C19H18D3N,266.18623,Nortriptyline-d3,3.0
DTXSID70669880,C25H25NO2,371.18853,JWH-081 7-methoxynaphthyl isomer (JWH-164),3.0
DTXSID70670077,C15H6D4ClN3O3,319.06618,Clonazepam-d4,3.0
DTXSID70746842,C12H10D7N3O,226.1811,Cimaterol-d7,3.0
DTXSID7075420,C9H12N2,148.1000483976,Nornicotine,3.0
DTXSID7075426,C8H10O3,154.0629941859,"3,5-Dimethoxyphenol",3.0
DTXSID70860971,C12H17NO2,207.12593,MDEA (MDE),3.0
DTXSID70862117,C10H13NO2,179.09463,Salsolinol,3.0
DTXSID70864030,C12H16N4O3,264.1222404069,Iprazochrome,3.0
DTXSID70864055,C26H36N4O4,468.27366,Morfamquat,3.0
DTXSID70872610,C17H11N5,285.10145,Letrozole,5.0
DTXSID70873208,C19H25N6O5S2,481.13278,Cefepime,3.0
DTXSID70878637,C23H32O2,340.2402302654,Medrogestone,3.0
DTXSID70881388,C30H44O9,548.2985330043,Peruvoside,3.0
DTXSID70891866,C9H10N2,146.0844,Myosmine,3.0
DTXSID70892035,C10H10O4,194.05791,E-Ferulic acid,3.0
DTXSID80153164,C49H75NO13,885.52384,Emamectin B1a,3.0
DTXSID80165505,C10H11NO2,177.0789786029,5-Hydroxytryptophol,2.0
DTXSID80173802,C6H11N5O,169.09636,Atrazine-desethyl-2-OH,3.0
DTXSID80174157,C23H27NO9,461.16858,Morphine-3-beta-D-glucuronide,3.0
DTXSID80175225,C25H25NO2,371.18853,JWH-081,3.0
DTXSID80180798,C10H14N2O4,226.09536,"2C-N / 2,5-Dimethoxy-4-nitrophenethylamine",3.0
DTXSID80183466,C26H34O8,474.22537,Methylprednisolone succinate,3.0
DTXSID80185349,C8H10ClN3S,215.0283957812,Tiamenidine,3.0
DTXSID80185501,C26H27NO2,385.20418,JWH-098,3.0
DTXSID80185521,C18H18ClNO5,363.0873504031,Etofibrate,3.0
DTXSID80189564,C10H15NO2,181.11028,"2C-H / 2,5-Dimethoxyphenethylamine (Benzeneethanamine)",3.0
DTXSID80189680,C11H14N2O,190.11061,6-Methoxytryptamine,3.0
DTXSID80190155,C17H25NO2,275.18853,Propipocaine,3.0
DTXSID80190256,C13H9BrClNO2,324.9505191491,5-Bromo-4'-chlorosalicylanilide,3.0
DTXSID80190796,C19H24N2OS,328.1609341327,Fencarbamide,3.0
DTXSID80197568,C12H10N2,182.0844,Harman,3.0
DTXSID80197942,C20H25NO4,343.17836,b-Naltrexol (beta-Naltrexol),6.0
DTXSID80199108,C6H12BrNO,193.0102269125,2-Brom-2-ethylbutanamide,2.0
DTXSID80199481,C10H11N3O2S2,269.0292680777,Sulfamethylthiazole,3.0
DTXSID80199865,C12H15N3O,217.12151,Noramidopyrine,3.0
DTXSID8020090,C6H7N,93.05785,Aniline,3.0
DTXSID8020252,C7H13BrN2O2,236.01604,Carbromal,3.0
DTXSID80204145,C19H28N2,284.22525,Iprindole,3.0
DTXSID80204645,C20H35NO2,321.2667793685,Dihexyverine,3.0
DTXSID8020543,C13H17N3O4S,311.09398,Dipyrone (Metamizolum),2.0
DTXSID8020620,C10H15O3PS2,278.02002,Fenthion,3.0
DTXSID8020628,C10H11F3N2O,232.08235,Fluometuron,3.0
DTXSID8020755,C6H7N3O,137.0589118678,Isoniazid,3.0
DTXSID8020830,C12H8O4,216.04226,Ammoidin,3.0
DTXSID8020919,C11H10N2S,202.05647,Antu (Naphthylthiourea),3.0
DTXSID8020961,C6H6N2O2,138.04293,4-Nitroaniline,3.0
DTXSID8021199,C10H21NOS,203.13439,Pebulate,2.0
DTXSID8021309,C16H13ClN2O2,300.06656,Temazepam,6.0
DTXSID8021359,C12H18N2O3S,270.1038131859,Tolbutamide,6.0
DTXSID8021430,C46H58N4O9,810.4203794805,Vinblastin,3.0
DTXSID8021480,C27H29NO11,543.17406,Doxorubicin,6.0
DTXSID8021640,C9H16O4,188.10486,Azelaic acid,2.0
DTXSID8021804,C9H11NO2,165.07898,Benzocaine,3.0
DTXSID8022117,C10H17N,151.1361,Amantadine,3.0
DTXSID8022161,C7H3I2NO,370.8304,Ioxynil,3.0
DTXSID8022163,C20H28O2,300.2089301378,Dehydroabietic acid,6.0
DTXSID8022583,C13H18Br2N2O,375.97859,Ambroxol,6.0
DTXSID8022616,C10H14N2O3,210.10044,Aprobarbital,1.0
DTXSID8022668,C24H31FO6,434.21047,Betamethasone acetate,3.0
DTXSID8022741,C11H17N3O3S,271.0990621614,Carbutamide,3.0
DTXSID8022743,C5H9Cl2N3O2,213.0071819739,Carmustine,3.0
DTXSID8022824,C17H18FN3O3,331.13322,Ciprofloxacin,3.0
DTXSID8022826,C20H21FN2O,324.16379,Citalopram,3.0
DTXSID8022828,C10H12ClN5O3,285.0628669967,Cladribine,3.0
DTXSID8022870,C3H6N2O2,102.0429274508,Cycloserine,2.0
DTXSID8022872,C21H21N,287.1674,Cyproheptadine,3.0
DTXSID8022876,C3H7NO2S,121.01975,Cysteine,4.0
DTXSID8022901,C24H31FO6,434.21047,Dexamethasone 21-acetate,3.0
DTXSID8022905,C16H19BrN2,318.07316,Dexbromopheniramine,3.0
DTXSID8022909,C25H32N2O2,392.24638,Dextromoramide,3.0
DTXSID8022951,C30H32N2O2,452.24638,Diphenoxylate,3.0
DTXSID8023006,C10H24N2O2,204.183778025,Ethambutol,3.0
DTXSID8023054,C17H20F6N2O3,414.13781,Flecainide,3.0
DTXSID8023056,C19H17ClFN3O5S,453.056147316,Flucloxacillin,3.0
DTXSID8023058,C16H12FN3O3,313.08627,Flubendazole,3.0
DTXSID80230823,C10H13N3O2S,239.07285,Albendazole-2-aminosulfone,3.0
DTXSID8023131,C18H21NO3,299.15214,Hydrocodone,3.0
DTXSID8023133,C17H19NO3,285.13649,Hydromorphone,3.0
DTXSID8023135,C18H26ClN3O,335.17644,Hydroxychloroquine,3.0
DTXSID8023137,C21H27ClN2O2,374.17611,Hydroxyzine,3.0
DTXSID8023187,C13H16ClNO,237.09204,Ketamine,3.0
DTXSID8023189,C15H13NO3,255.08954,Ketorolac,3.0
DTXSID8023212,C22H29NO2,339.2198291771,Levopropoxyphene,3.0
DTXSID80232584,C23H28O8,432.17842,Salvinorin A,3.0
DTXSID8023262,C20H22N2S,322.1503694466,Mequitazine,3.0
DTXSID8023264,C2H6O3S2,141.97584,Mesna,3.0
DTXSID80232968,C17H20N2,252.1626486528,Norcyclizine,3.0
DTXSID8023345,C21H27NO4,357.19401,Nalbuphine,3.0
DTXSID8023347,C21H25NO3,339.18344,Nalmefene,3.0
DTXSID8023349,C19H21NO4,327.14706,Naloxone,3.0
DTXSID8023391,C14H10N2O6,302.05389,Olsalazine,3.0
DTXSID8023393,C18H19N3O,293.1528122506,Ondansetrone,3.0
DTXSID8023422,C24H31FO6,434.21047,Paramethasone acetate,3.0
DTXSID8023424,C23H45N5O14,615.2963,Paromomycin,3.0
DTXSID8023426,C9H10O2,150.0680795636,Paroxypropione,3.0
DTXSID8023428,C18H29NO2,291.21983,Penbutolol,3.0
DTXSID8023470,C17H13N3O5S2,403.02966,Phthalylsulfathiazole,3.0
DTXSID8023474,C28H29F2N3O,461.22787,Pimozide,3.0
DTXSID8023476,C14H20N2O2,248.15248,Pindolol,3.0
DTXSID8023507,C12H19NO3,225.1364934804,Prenalterol,3.0
DTXSID8023551,C23H32N2O5,416.2311221471,Ramipril,6.0
DTXSID8023553,C18H23N5O5,389.16992,Reproterol,3.0
DTXSID80235555,C22H25NO,319.19361,JWH-251,3.0
DTXSID8023559,C17H21N4O9P,456.1046147902,Riboflavin phosphate,3.0
DTXSID8023630,C11H16N2O3,224.1160923921,Talbutal,1.0
DTXSID8023634,C10H12N4O5S,300.0528402539,Tazobactam,3.0
DTXSID8023686,C16H23NO,245.1779643634,Tolperisone,3.0
DTXSID8023713,C14H19NO5,281.126322725,Trimetozine,3.0
DTXSID8023715,C20H26N2,294.2096,Trimipramine,3.0
DTXSID8023717,C16H21N3,255.17355,Tripelenamine,3.0
DTXSID8023890,C8H10N2O4S,230.03613,Asulam,3.0
DTXSID8024072,C16H17NO,239.13101,Diphenamid,3.0
DTXSID8024101,C15H17N5O6S,395.08995,Tribenuron-methyl,3.0
DTXSID8024107,C19H14F3NO,329.10275,Fluridone,3.0
DTXSID8024109,C17H16F3NO2,323.11331,Flutolanil,3.0
DTXSID8024151,C14H14Cl2N2O,296.04832,Imazalil (Enilconazole),3.0
DTXSID8024157,C15H23N3O4,309.16886,Isopropalin (Bifenthrin),3.0
DTXSID8024159,C18H24N2O4,332.17361,Isoxaben,3.0
DTXSID8024234,C12H9ClF3N3O,303.03862,Norflurazon,3.0
DTXSID8024238,C12H18N4O6S,346.09471,Oryzalin,3.0
DTXSID8024280,C15H17Cl2N3O2,341.06978,Propiconazole(I),3.0
DTXSID8024315,C15H17ClN4,288.11417,Myclobutanil,3.0
DTXSID8024317,C9H13ClN2O2,216.06656,Terbacil,3.0
DTXSID8024523,C19H26O2,286.19328,4-Androstenedione,3.0
DTXSID8025541,C6H15O4PS2,246.01494,Demeton-S-methylsulfoxide,3.0
DTXSID8025595,C7H10N2O2,154.0742275784,"N,N'-Methylenebisacrylamide",3.0
DTXSID8025670,C10H8O3,176.04734,Hymecromone,3.0
DTXSID8026060,C8H10N2O3S,214.04121,Sulfacetamide,6.0
DTXSID8026064,C10H11N3O3S,253.05211,Sulfamethoxazole,3.0
DTXSID8026270,C8H11Cl2N3O2,251.02283,Uramustine (Uracil mustard),6.0
DTXSID8030760,C38H72N2O12,748.50853,Azithromycin,6.0
DTXSID8031100,C21H25NO4,355.1783582941,Glaucine,3.0
DTXSID8032417,C15H24NO4PS,345.11637,Isofenphos,3.0
DTXSID8032463,C15H12F4N4O7S,468.03628,Primisulfuron-methyl,3.0
DTXSID8032548,C19H17ClN4,336.11417,Fenbuconazole,3.0
DTXSID8032675,C12H19O2PS3,322.02848,Sulprofos,3.0
DTXSID8033512,C20H29FO3,336.21007,Fluoxymesterone,3.0
DTXSID8034324,C12H15N2O3PS,298.0541,Phoxim,3.0
DTXSID8034401,C16H23N3OS,305.15618,Buprofezin,3.0
DTXSID8034538,C15H12F2N4O3,334.08775,Diflufenzopyr (BAS 65400H),3.0
DTXSID8034580,C13H18O5S,286.08749,Ethofumesate,2.0
DTXSID8034586,C21H23F2NO2,359.16969,Etoxazole,3.0
DTXSID8034611,C9H6F3N3O,229.0463,Flonicamid,3.0
DTXSID8034665,C13H15N3O3,261.11134,Imazapyr,3.0
DTXSID80347046,C16H14O3,254.0942943135,Thebaol,6.0
DTXSID8034792,C12H13NO4S,267.05653,Oxycarboxin,3.0
DTXSID8034823,C23H32N2O4,400.23621,Pinoxaden,3.0
DTXSID8034871,C15H13Cl2F3N2O4,412.02045,Pyraflufen-ethyl,3.0
DTXSID8034877,C12H13N3,199.11095,Pyrimethanil,3.0
DTXSID8034956,C13H11Cl2F4N3O,371.02153,Tetraconazole,3.0
DTXSID8035005,C7H12N4O3S2,264.03508,Ethidimuron (Sulfadiazole),3.0
DTXSID8035180,C19H26O3,302.18819,Allethrin,3.0
DTXSID8037128,C10H15N,149.12045,Methamphetamine (Metamfetamine) (Deoxyephedrine),3.0
DTXSID8037548,C13H22NO4PS,319.10072,Fenamiphos - sulfoxide,3.0
DTXSID8037594,C10H19N5O,225.15896,Secbumeton,3.0
DTXSID8037596,C8H15N5S,213.10482,Simetryn,3.0
DTXSID8037598,C41H65NO10,731.46085,Spinosyn A,3.0
DTXSID8037627,C9H20NO3PS2,285.06222,Prothoate,3.0
DTXSID8040274,C10H13Cl2O3PS,313.97001,Dichlofenthion,3.0
DTXSID8040353,C17H15ClFNO3,335.07245,Flamprop-methyl,3.0
DTXSID8040484,C22H34O7,410.2304534407,Colforsin,5.0
DTXSID8040640,C45H54N4O8,778.3941647306,Vinorelbin,3.0
DTXSID8040690,C18H13Cl4N3O,426.9812728992,Oxiconazole,3.0
DTXSID8040692,C17H27NO3,293.19909,Pramocaine,3.0
DTXSID8040727,C16H13F2N3O,301.10267,Flutriafol,3.0
DTXSID8041038,C13H14N2O,214.11061,Harmaline,3.0
DTXSID8041080,C11H15ClN4O2,270.08835,Nitenpyram,3.0
DTXSID8041614,C13H16N10O5S,424.10258,Azimsulfuron (IN A8947),3.0
DTXSID8041660,C18H18ClNO5,363.08735,Benzoximate,3.0
DTXSID8041662,C9H9N3OS,207.04663,Benzthiazuron,3.0
DTXSID8041797,C19H15ClO4,342.06589,Coumachlor,3.0
DTXSID8041799,C19H16O3,292.10994,Coumatetralyl,3.0
DTXSID8041824,C11H22N2O,198.17321,Cycluron,3.0
DTXSID8041828,C8H12NO5PS2,296.98945,Cyflee (Cythioate),6.0
DTXSID8041870,C4H12FN2OP,154.06713,Dimefox,3.0
DTXSID8041907,C13H29N3,227.23615,Dodine,3.0
DTXSID8042137,C14H15NO2,229.11028,Methfuroxam,3.0
DTXSID8042260,C13H15Cl2N3,283.0643,Penconazole,3.0
DTXSID8042349,C11H15Cl2O2PS2,343.96281,Prothiofos,3.0
DTXSID8042478,C10H13Cl2FN2O2S2,345.97795,Tolylfluanide,3.0
DTXSID8044339,C19H12F4N2O2,376.08349,Picolinafen,3.0
DTXSID8045147,C12H12N2O2S,248.0619483722,Enoximone,3.0
DTXSID8045193,C23H27FN4O2,410.2118,Risperidone,3.0
DTXSID8045307,C26H32F2O7,494.21161,Fluocinonide,4.0
DTXSID8045355,C66H103N17O16S,1421.74894,Bacitracin,3.0
DTXSID8045488,C8H8Cl3N3O4S2,378.90218,Clorsulon,3.0
DTXSID8045511,C25H31F3O5S,500.18443,Fluticasone 17-propionate,3.0
DTXSID8045513,C21H23NO4S,385.13478,Racecadotril,3.0
DTXSID8045640,C16H25NO2,263.1885290495,Butethamate,3.0
DTXSID8045646,C26H32F2O7,494.21161,Diflorasone diacetate,4.0
DTXSID8045692,C8H9N3O4,211.05931,Nicorandil,3.0
DTXSID8046034,C25H43NO18,645.2480135805,Acarbose,3.0
DTXSID8046240,C15H14O4,258.0892089358,Menbutone,3.0
DTXSID8046323,C19H23N3O2,325.17903,Ergometrine (Ergonovine),3.0
DTXSID8046406,C14H11NO4,257.0688078475,4-Benzamidosalicylic acid,3.0
DTXSID8046452,C27H30F6N2O2,528.22115,Dutasteride,3.0
DTXSID8046458,C23H31Cl2NO3,439.1680992832,Estramustine,3.0
DTXSID8046535,C8H19N,129.1517496135,Octodrine,2.0
DTXSID8046957,C16H24N2,244.19395,Xylometazoline,3.0
DTXSID8046959,CH4Cl2O6P2,243.8860162614,Clodronic acid,3.0
DTXSID8047006,C42H62O16,822.40379,Glycyrrhizinic acid,6.0
DTXSID8047210,C17H25NO5,323.17327,Alloxydim,3.0
DTXSID8047420,C11H14O3,194.0942943135,Zingerone,6.0
DTXSID8047426,C10H14O,150.10447,Carvone,3.0
DTXSID8047979,C21H38N,304.30043,Cetylpyridinium,3.0
DTXSID8048230,C15H18N2,226.146998589,Pirlindole,3.0
DTXSID8048232,C32H55N4O,511.43759,Tonzonium (Thonzonium),3.0
DTXSID8048238,C16H26N2O5S,358.1562426857,Cilastatin,3.0
DTXSID8048317,C24H29NO3,379.21474,Donepezil,3.0
DTXSID8048369,C21H30FN3O2,375.23221,Pipamperone,3.0
DTXSID8048446,C11H17NO,179.131014172,Mexiletine,3.0
DTXSID8048494,C20H17F2N3O3,385.1238,Sarafloxacin,3.0
DTXSID8048525,C17H24N2O,272.18886,Quinisocain,3.0
DTXSID8048571,C21H34NO3,348.25387,Oxyphenonium,3.0
DTXSID8048737,C16H14O4,270.0892089358,Imperatorin,3.0
DTXSID8048993,C24H40O5,408.2875743875,Butaprost,4.0
DTXSID8052489,C12H12N2O3,232.08479,Oxabetrinil,3.0
DTXSID8052853,C10H13ClN2O,212.07164,Chlortoluron (Chlorotoluron),3.0
DTXSID80574138,C15H6D5ClN2O2,291.08229,Oxazepam-d5,3.0
DTXSID8057695,C20H17F3N2O4,406.11404,Floctafenine,3.0
DTXSID8057724,C15H22N2O3,278.16304,Tolycaine,3.0
DTXSID8057853,C15H14FNO3,275.09577,Ibafloxacin,3.0
DTXSID8057855,C10H14N2,162.1157,NPP (Phenylpiperazine),3.0
DTXSID8057934,C22H22ClN3O5,443.1248,Propaquizafop,3.0
DTXSID8057938,C9H11NO2,165.07898,Metolcarb,3.0
DTXSID8057980,C14H20FN3OSi,293.13597,Simeconazole(I),3.0
DTXSID8057988,C16H20ClN5O2,349.13055,Fentrazamid (Innova),3.0
DTXSID8058031,C14H28NO3PS2,353.12482,Piperophos,3.0
DTXSID8058035,C12H11NO2,201.07898,Fenfuram,3.0
DTXSID8058085,C15H14Cl2N2O3,340.03815,Oxadiargyl,1.0
DTXSID8058110,C12H18O4S2,290.06465,Isoprothiolane,3.0
DTXSID8058112,C17H26ClNO2,311.16521,Pretilachlor,3.0
DTXSID8058328,C21H16ClFN4O5,458.07933,Fluoxastrobin,3.0
DTXSID8059506,C10H15NO2,181.11028,DMPEA (Dimethylmescaline),3.0
DTXSID80661996,C21H19D4ClFNO2,379.16524,Haloperidol-d4,3.0
DTXSID80669851,C25H25NO,355.19361,JWH-180,3.0
DTXSID80675856,C10H14ClNO2,215.07131,"2C-C / 2,5-Dimethoxy-4-chlorophenethylamine",3.0
DTXSID80693954,C17H8D5ClN4O,329.10917,alpha-Hydroxyalprazolam-d5,3.0
DTXSID8074287,C20H27O4P,362.1647,Diphenyl octyl phosphate,3.0
DTXSID80745427,C24H32N2O,364.25146,JWH-018 adamantyl carboxamide (2NE1),3.0
DTXSID8074788,C21H28O4,344.19876,THC-COOH / 11-Nor-9-Carboxy-tetrahydrocannabinol,6.0
DTXSID80866540,C16H16F3NO,295.1184,Norfluoxetine,3.0
DTXSID80872323,C47H75NO17,925.5035,Nystatin,3.0
DTXSID80873799,C26H36N2O4,440.26751,Norverapamil,3.0
DTXSID80873976,C10H13N5O4,267.0967539409,Vidarabin,3.0
DTXSID80878527,C20H30O3,318.21949,Oxymesterone,3.0
DTXSID80891438,C14H19NO,217.14666,4'-MePPP / 4'-Methyl-a-pyrrolidinopropiophenone (MPPP),3.0
DTXSID80891453,C5H6ClN3O,159.01994,Chloridazon-desphenyl-methyl,3.0
DTXSID80891478,C20H25NO2,311.1885290495,Dienogest,3.0
DTXSID80893674,C10H14INO2,307.00692,"2C-I / 2,5-Dimethoxy-4-iodophenethylamine",3.0
DTXSID80893912,C13H12BrNO2,293.00514,Bromo-DragonFLY,3.0
DTXSID90143733,C10H14N2O,178.1106130837,N-(2-Hydroxyphenyl)piperazine,3.0
DTXSID90150922,C11H14N2O3S,254.0725130583,Sulfadicramide,3.0
DTXSID90158822,C24H31NO,349.24056,JWH-018 adamantyl analog (AB-001),3.0
DTXSID90163350,C9H18N4,182.1531466038,Guanacline,3.0
DTXSID90165197,C31H32N4O2,492.252526295,Bezitramide,3.0
DTXSID90165596,C13H8Br2Cl2O2,423.82681,Bromochlorophene,3.0
DTXSID90178065,C17H27NO3,293.19909,Butoxycaine,3.0
DTXSID90180047,C9H9NO4,195.0531577837,Carbamoylphenoxyacetic acid,3.0
DTXSID90187157,C24H20N2O,352.15756,AM-2232,3.0
DTXSID90188664,C7H11N3O3,185.08004,Hydroxy-Ipronidazole,3.0
DTXSID90190782,C11H10O3,190.0629941859,2-Benzyltetronic acid,3.0
DTXSID90191279,C13H19ClN2O,254.11859,Butanilicaine,3.0
DTXSID90192706,C11H16N2,176.13135,N-(4-Tolyl)piperazine,3.0
DTXSID90193091,C17H14N2O3,294.1004423283,Rosoxacin,3.0
DTXSID90196385,C10H13NO2,179.0946286667,Homarylamine,3.0
DTXSID90199210,C9H17NO,155.131014172,Valdetamide,3.0
DTXSID9020081,C11H18N2O3,226.13174,Amobarbital,3.0
DTXSID9020089,C9H5Cl3N4,273.95798,Anilazine,3.0
DTXSID9020247,C12H11NO2,201.07898,Carbaryl,3.0
DTXSID9020322,C10H13ClN2O3S,276.03354,Chlorpropamide,6.0
DTXSID9020328,C14H8O4,240.0422587444,Dantron (Laxapur),3.0
DTXSID9020370,C6H12N2O3,160.08479,Daminozide,3.0
